college,department,course_number,pk_x_hi,pk_x_lo,pk_y_hi,pk_y_lo,professor,grade,major
ENG,Electrical and Computer Engineering,101,0x1a75c681c3e5dc40332f9b561ebc72d5,0x579bf838b1222aa576f54d2d009001,0x41e46314d646befa2ba79d122cbc2406,0xad6b7fe0bb305b25f4c37bd956a2c489,Dr. Carol Williams,C,Mechanical Engineering
ENG,Mechanical Engineering,102,0x3138578a76008b5f3c60db6cf3ba4ac5,0x3ae8088a5d580761442589e3a475275f,0xa3a51b3984ff287a33e0fbf2a8526ba6,0x5ded11f8b91ea6d2ffff7d00b58fe57,Dr. Emma Davis,C,Biomedical Engineering
ENG,Mechanical Engineering,101,0x3138578a76008b5f3c60db6cf3ba4ac5,0x3ae8088a5d580761442589e3a475275f,0xa3a51b3984ff287a33e0fbf2a8526ba6,0x5ded11f8b91ea6d2ffff7d00b58fe57,Dr. David Brown,C+,Biomedical Engineering
ENG,Systems Engineering,101,0x3138578a76008b5f3c60db6cf3ba4ac5,0x3ae8088a5d580761442589e3a475275f,0xa3a51b3984ff287a33e0fbf2a8526ba6,0x5ded11f8b91ea6d2ffff7d00b58fe57,Dr. Grace Wilson,B+,Biomedical Engineering
CAS,Mathematics,301,0x3138578a76008b5f3c60db6cf3ba4ac5,0x3ae8088a5d580761442589e3a475275f,0xa3a51b3984ff287a33e0fbf2a8526ba6,0x5ded11f8b91ea6d2ffff7d00b58fe57,Dr. Bob Johnson,B-,Biomedical Engineering
ENG,Biomedical Engineering,201,0xf094205c1bf02c1da0d10d4e20148b8b,0x20b606becf300f6cb2b3d5cb3e9a681,0xef0547e308403df180b3410414f45c17,0xfe0eb97fcebb2a4115e49763ad9abc7c,Dr. Carol Williams,B+,Mechanical Engineering
ENG,Systems Engineering,301,0xf094205c1bf02c1da0d10d4e20148b8b,0x20b606becf300f6cb2b3d5cb3e9a681,0xef0547e308403df180b3410414f45c17,0xfe0eb97fcebb2a4115e49763ad9abc7c,Dr. Alice Smith,F,Mechanical Engineering
ENG,Biomedical Engineering,102,0xf094205c1bf02c1da0d10d4e20148b8b,0x20b606becf300f6cb2b3d5cb3e9a681,0xef0547e308403df180b3410414f45c17,0xfe0eb97fcebb2a4115e49763ad9abc7c,Dr. Henry Moore,F,Mechanical Engineering
CAS,Computer Science,102,0xf094205c1bf02c1da0d10d4e20148b8b,0x20b606becf300f6cb2b3d5cb3e9a681,0xef0547e308403df180b3410414f45c17,0xfe0eb97fcebb2a4115e49763ad9abc7c,Dr. Emma Davis,C-,Mechanical Engineering
ENG,Electrical and Computer Engineering,202,0x7faf576c3e32f449f63b16710606a4c6,0xdc77ca98eb2d7b2e6e6edd6c34f4ac9a,0x8ff23fbba8a759d3b38ffbc20d9e5d14,0x5742232e680625c84521a467dabc0df2,Dr. David Brown,F,Mechanical Engineering
CAS,Economics,101,0x7faf576c3e32f449f63b16710606a4c6,0xdc77ca98eb2d7b2e6e6edd6c34f4ac9a,0x8ff23fbba8a759d3b38ffbc20d9e5d14,0x5742232e680625c84521a467dabc0df2,Dr. Emma Davis,C,Mechanical Engineering
CAS,English,201,0x7faf576c3e32f449f63b16710606a4c6,0xdc77ca98eb2d7b2e6e6edd6c34f4ac9a,0x8ff23fbba8a759d3b38ffbc20d9e5d14,0x5742232e680625c84521a467dabc0df2,Dr. Henry Moore,C+,Mechanical Engineering
ENG,Mechanical Engineering,102,0x7faf576c3e32f449f63b16710606a4c6,0xdc77ca98eb2d7b2e6e6edd6c34f4ac9a,0x8ff23fbba8a759d3b38ffbc20d9e5d14,0x5742232e680625c84521a467dabc0df2,Dr. Grace Wilson,B-,Mechanical Engineering
ENG,Biomedical Engineering,101,0x84b4fe80f24d37bad7bbd21ac86c7631,0xd79d5e3b7efc7f8bb2b6b5934c060315,0x52754cac26e5bd43b78d776747c26cd7,0x4564b4316a40b2994cd3b0f87544561e,Dr. Henry Moore,C,Economics
ENG,Electrical and Computer Engineering,201,0x84b4fe80f24d37bad7bbd21ac86c7631,0xd79d5e3b7efc7f8bb2b6b5934c060315,0x52754cac26e5bd43b78d776747c26cd7,0x4564b4316a40b2994cd3b0f87544561e,Dr. Alice Smith,C,Economics
ENG,Biomedical Engineering,301,0x84b4fe80f24d37bad7bbd21ac86c7631,0xd79d5e3b7efc7f8bb2b6b5934c060315,0x52754cac26e5bd43b78d776747c26cd7,0x4564b4316a40b2994cd3b0f87544561e,Dr. Henry Moore,C-,Economics
CAS,English,201,0x84b4fe80f24d37bad7bbd21ac86c7631,0xd79d5e3b7efc7f8bb2b6b5934c060315,0x52754cac26e5bd43b78d776747c26cd7,0x4564b4316a40b2994cd3b0f87544561e,Dr. Henry Moore,B+,Economics
CAS,Mathematics,201,0x3f770f64b81f448d31d23590193ae04a,0x8301580126a7b77cb0f6ffaa8555d333,0x2681be439029b88dd73dfc03da079f55,0x893491604257a2ac3dbd7e550e0706e,Dr. Frank Miller,B,Economics
CAS,Economics,301,0x3f770f64b81f448d31d23590193ae04a,0x8301580126a7b77cb0f6ffaa8555d333,0x2681be439029b88dd73dfc03da079f55,0x893491604257a2ac3dbd7e550e0706e,Dr. Emma Davis,C+,Economics
ENG,Electrical and Computer Engineering,301,0x3f770f64b81f448d31d23590193ae04a,0x8301580126a7b77cb0f6ffaa8555d333,0x2681be439029b88dd73dfc03da079f55,0x893491604257a2ac3dbd7e550e0706e,Dr. Henry Moore,B-,Economics
CAS,English,101,0x3f770f64b81f448d31d23590193ae04a,0x8301580126a7b77cb0f6ffaa8555d333,0x2681be439029b88dd73dfc03da079f55,0x893491604257a2ac3dbd7e550e0706e,Dr. Henry Moore,A,Economics
ENG,Systems Engineering,202,0xc381c97395ad12ec2a8932904ca062c0,0xff10afc1ebc62d8fd799d314517b891c,0x967af9acd7beddd8bf1c4d95e0fedfa2,0x48f058ceea0bca3652312f283feb8e06,Dr. Henry Moore,C-,Economics
CAS,English,301,0xc381c97395ad12ec2a8932904ca062c0,0xff10afc1ebc62d8fd799d314517b891c,0x967af9acd7beddd8bf1c4d95e0fedfa2,0x48f058ceea0bca3652312f283feb8e06,Dr. Carol Williams,B-,Economics
CAS,Mathematics,201,0xc381c97395ad12ec2a8932904ca062c0,0xff10afc1ebc62d8fd799d314517b891c,0x967af9acd7beddd8bf1c4d95e0fedfa2,0x48f058ceea0bca3652312f283feb8e06,Dr. Frank Miller,C,Economics
ENG,Systems Engineering,102,0xc381c97395ad12ec2a8932904ca062c0,0xff10afc1ebc62d8fd799d314517b891c,0x967af9acd7beddd8bf1c4d95e0fedfa2,0x48f058ceea0bca3652312f283feb8e06,Dr. Alice Smith,A,Economics
CAS,Economics,301,0xf373367de828779395b7ccf6d3f91cf,0x3656057e524970b0ecddfb923628e127,0x1c89816cffcecdeca70ae5b9fdd1e43a,0x25b7327a4191420cc25b82e7a2b8341f,Dr. Emma Davis,F,Computer Science
ENG,Biomedical Engineering,102,0xf373367de828779395b7ccf6d3f91cf,0x3656057e524970b0ecddfb923628e127,0x1c89816cffcecdeca70ae5b9fdd1e43a,0x25b7327a4191420cc25b82e7a2b8341f,Dr. Henry Moore,A,Computer Science
ENG,Electrical and Computer Engineering,202,0xf373367de828779395b7ccf6d3f91cf,0x3656057e524970b0ecddfb923628e127,0x1c89816cffcecdeca70ae5b9fdd1e43a,0x25b7327a4191420cc25b82e7a2b8341f,Dr. David Brown,B-,Computer Science
ENG,Mechanical Engineering,302,0xf373367de828779395b7ccf6d3f91cf,0x3656057e524970b0ecddfb923628e127,0x1c89816cffcecdeca70ae5b9fdd1e43a,0x25b7327a4191420cc25b82e7a2b8341f,Dr. Henry Moore,B+,Computer Science
ENG,Electrical and Computer Engineering,201,0xc52832acd49ded41c84e03e687630173,0x27b5374c20f20120cc24289c55924f67,0xd8ff8581aa6fcc87f07a9ba768109c33,0x2dfdff8bc14533781db4bf8710080e9d,Dr. Alice Smith,B-,Electrical and Computer Engineering
CAS,Computer Science,301,0xc52832acd49ded41c84e03e687630173,0x27b5374c20f20120cc24289c55924f67,0xd8ff8581aa6fcc87f07a9ba768109c33,0x2dfdff8bc14533781db4bf8710080e9d,Dr. Carol Williams,D,Electrical and Computer Engineering
ENG,Mechanical Engineering,102,0xc52832acd49ded41c84e03e687630173,0x27b5374c20f20120cc24289c55924f67,0xd8ff8581aa6fcc87f07a9ba768109c33,0x2dfdff8bc14533781db4bf8710080e9d,Dr. Emma Davis,B-,Electrical and Computer Engineering
CAS,Economics,202,0xc52832acd49ded41c84e03e687630173,0x27b5374c20f20120cc24289c55924f67,0xd8ff8581aa6fcc87f07a9ba768109c33,0x2dfdff8bc14533781db4bf8710080e9d,Dr. Carol Williams,B-,Electrical and Computer Engineering
ENG,Biomedical Engineering,101,0x2748b716b5376e63f845af3d53db2782,0x40534ec34c6393bab5be9a63546578fb,0x8cdca107659bf23ceff420d82292bc63,0xbbdfb049f3b833cfd7d8aa269486e069,Dr. Henry Moore,D,Economics
CAS,Computer Science,301,0x2748b716b5376e63f845af3d53db2782,0x40534ec34c6393bab5be9a63546578fb,0x8cdca107659bf23ceff420d82292bc63,0xbbdfb049f3b833cfd7d8aa269486e069,Dr. Carol Williams,A-,Economics
ENG,Biomedical Engineering,201,0x2748b716b5376e63f845af3d53db2782,0x40534ec34c6393bab5be9a63546578fb,0x8cdca107659bf23ceff420d82292bc63,0xbbdfb049f3b833cfd7d8aa269486e069,Dr. Carol Williams,F,Economics
ENG,Biomedical Engineering,302,0x2748b716b5376e63f845af3d53db2782,0x40534ec34c6393bab5be9a63546578fb,0x8cdca107659bf23ceff420d82292bc63,0xbbdfb049f3b833cfd7d8aa269486e069,Dr. Grace Wilson,B-,Economics
ENG,Systems Engineering,101,0xd7e17798befbc4fbd2d0857b4f119a0b,0xad3a938476de914c1475defca181657b,0x2f683832bd874bebbea0a27ce9c7d94c,0x91254b2074ea2ca58027a8826b858379,Dr. Grace Wilson,C-,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,301,0xd7e17798befbc4fbd2d0857b4f119a0b,0xad3a938476de914c1475defca181657b,0x2f683832bd874bebbea0a27ce9c7d94c,0x91254b2074ea2ca58027a8826b858379,Dr. Henry Moore,C-,Electrical and Computer Engineering
CAS,Computer Science,595,0xd7e17798befbc4fbd2d0857b4f119a0b,0xad3a938476de914c1475defca181657b,0x2f683832bd874bebbea0a27ce9c7d94c,0x91254b2074ea2ca58027a8826b858379,Dr. Alice Smith,C-,Electrical and Computer Engineering
CAS,Mathematics,301,0xd7e17798befbc4fbd2d0857b4f119a0b,0xad3a938476de914c1475defca181657b,0x2f683832bd874bebbea0a27ce9c7d94c,0x91254b2074ea2ca58027a8826b858379,Dr. Bob Johnson,C,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,202,0x76775fc6b862f6f156df00a7ca4a2cd0,0xdf7da7bd60cf3abde88f29addffc3689,0xe7e8247b89fa85295e5f9f38632daa54,0x32eb91659f26d5a88f2f74d6dcd79d6f,Dr. Henry Moore,A-,Mechanical Engineering
ENG,Systems Engineering,202,0x76775fc6b862f6f156df00a7ca4a2cd0,0xdf7da7bd60cf3abde88f29addffc3689,0xe7e8247b89fa85295e5f9f38632daa54,0x32eb91659f26d5a88f2f74d6dcd79d6f,Dr. Henry Moore,D,Mechanical Engineering
ENG,Electrical and Computer Engineering,101,0x76775fc6b862f6f156df00a7ca4a2cd0,0xdf7da7bd60cf3abde88f29addffc3689,0xe7e8247b89fa85295e5f9f38632daa54,0x32eb91659f26d5a88f2f74d6dcd79d6f,Dr. Carol Williams,B+,Mechanical Engineering
CAS,Economics,302,0x76775fc6b862f6f156df00a7ca4a2cd0,0xdf7da7bd60cf3abde88f29addffc3689,0xe7e8247b89fa85295e5f9f38632daa54,0x32eb91659f26d5a88f2f74d6dcd79d6f,Dr. Frank Miller,B+,Mechanical Engineering
CAS,English,301,0x317168ffa4def801839121c596815638,0xb5bf5893e609c9a2f46361d0cc965084,0x39d2ce5160c0f472f9736043dd38c3c0,0x3508cad70f6094ca7a2c22f93faac8bb,Dr. Carol Williams,C-,Computer Science
CAS,English,302,0x317168ffa4def801839121c596815638,0xb5bf5893e609c9a2f46361d0cc965084,0x39d2ce5160c0f472f9736043dd38c3c0,0x3508cad70f6094ca7a2c22f93faac8bb,Dr. David Brown,A,Computer Science
CAS,Economics,302,0x317168ffa4def801839121c596815638,0xb5bf5893e609c9a2f46361d0cc965084,0x39d2ce5160c0f472f9736043dd38c3c0,0x3508cad70f6094ca7a2c22f93faac8bb,Dr. Frank Miller,C,Computer Science
ENG,Systems Engineering,201,0x317168ffa4def801839121c596815638,0xb5bf5893e609c9a2f46361d0cc965084,0x39d2ce5160c0f472f9736043dd38c3c0,0x3508cad70f6094ca7a2c22f93faac8bb,Dr. Grace Wilson,F,Computer Science
ENG,Systems Engineering,201,0x61f89812b92566061e1612cee09658f,0xc568e0d5858efd237a96effc2ae1b6dc,0xeaf97306a6c9a68208ca4c8b3ee2a6b,0x8f961916c86ca65680ca52efb355d703,Dr. Grace Wilson,F,Economics
CAS,Computer Science,102,0x61f89812b92566061e1612cee09658f,0xc568e0d5858efd237a96effc2ae1b6dc,0xeaf97306a6c9a68208ca4c8b3ee2a6b,0x8f961916c86ca65680ca52efb355d703,Dr. Emma Davis,A-,Economics
ENG,Electrical and Computer Engineering,201,0x61f89812b92566061e1612cee09658f,0xc568e0d5858efd237a96effc2ae1b6dc,0xeaf97306a6c9a68208ca4c8b3ee2a6b,0x8f961916c86ca65680ca52efb355d703,Dr. Henry Moore,D,Economics
CAS,English,302,0x61f89812b92566061e1612cee09658f,0xc568e0d5858efd237a96effc2ae1b6dc,0xeaf97306a6c9a68208ca4c8b3ee2a6b,0x8f961916c86ca65680ca52efb355d703,Dr. David Brown,A-,Economics
CAS,Economics,101,0xa84230c6605aaf6ade2173cb763d467,0x7cfda76ae6f6a4cf14855a1ed8ac8837,0xe13a862135c7957f7e8fa5205791a114,0xdc88793cdd34e62ab5f03687bdaded72,Dr. Emma Davis,B,Economics
CAS,Computer Science,102,0xa84230c6605aaf6ade2173cb763d467,0x7cfda76ae6f6a4cf14855a1ed8ac8837,0xe13a862135c7957f7e8fa5205791a114,0xdc88793cdd34e62ab5f03687bdaded72,Dr. Emma Davis,B-,Economics
ENG,Electrical and Computer Engineering,301,0xa84230c6605aaf6ade2173cb763d467,0x7cfda76ae6f6a4cf14855a1ed8ac8837,0xe13a862135c7957f7e8fa5205791a114,0xdc88793cdd34e62ab5f03687bdaded72,Dr. Henry Moore,D,Economics
CAS,Economics,302,0xa84230c6605aaf6ade2173cb763d467,0x7cfda76ae6f6a4cf14855a1ed8ac8837,0xe13a862135c7957f7e8fa5205791a114,0xdc88793cdd34e62ab5f03687bdaded72,Dr. Frank Miller,A-,Economics
CAS,Computer Science,101,0xac4da9133a4243a843059ac717fe991b,0x4b4024118fb7bdb5ab9b8d07294e0b53,0x8cdb1aab5adc4df0af8e45e6723e140e,0x50285a801031efeb16a06e6dc8711234,Dr. Frank Miller,D,English
CAS,Economics,102,0xac4da9133a4243a843059ac717fe991b,0x4b4024118fb7bdb5ab9b8d07294e0b53,0x8cdb1aab5adc4df0af8e45e6723e140e,0x50285a801031efeb16a06e6dc8711234,Dr. Carol Williams,C,English
ENG,Biomedical Engineering,101,0xac4da9133a4243a843059ac717fe991b,0x4b4024118fb7bdb5ab9b8d07294e0b53,0x8cdb1aab5adc4df0af8e45e6723e140e,0x50285a801031efeb16a06e6dc8711234,Dr. Henry Moore,C-,English
CAS,Computer Science,302,0xac4da9133a4243a843059ac717fe991b,0x4b4024118fb7bdb5ab9b8d07294e0b53,0x8cdb1aab5adc4df0af8e45e6723e140e,0x50285a801031efeb16a06e6dc8711234,Dr. Alice Smith,C,English
CAS,Computer Science,201,0x31b7d28c866fad096dd7e27fc6a34d7c,0x5c65e8c13ad28aab8ce8a6d7d67644b7,0xb16e100c2ee857d3cc6b15b36ae6ac44,0x7cfe3247a4101701567ac0443979252e,Dr. Alice Smith,A,Mathematics
ENG,Biomedical Engineering,201,0x31b7d28c866fad096dd7e27fc6a34d7c,0x5c65e8c13ad28aab8ce8a6d7d67644b7,0xb16e100c2ee857d3cc6b15b36ae6ac44,0x7cfe3247a4101701567ac0443979252e,Dr. Carol Williams,D,Mathematics
CAS,English,102,0x31b7d28c866fad096dd7e27fc6a34d7c,0x5c65e8c13ad28aab8ce8a6d7d67644b7,0xb16e100c2ee857d3cc6b15b36ae6ac44,0x7cfe3247a4101701567ac0443979252e,Dr. Alice Smith,C+,Mathematics
CAS,Mathematics,102,0x31b7d28c866fad096dd7e27fc6a34d7c,0x5c65e8c13ad28aab8ce8a6d7d67644b7,0xb16e100c2ee857d3cc6b15b36ae6ac44,0x7cfe3247a4101701567ac0443979252e,Dr. Alice Smith,A,Mathematics
CAS,Mathematics,101,0xabe81ff16f73a9a3a3c29b2f532b9b3,0xb0af7e29895f6a2e3499988572df507e,0x3a3577e84f06b5d86e7ba47ed6f10824,0xc2a8f46fd555a4cb7943de8b819136ae,Dr. David Brown,B+,Economics
ENG,Electrical and Computer Engineering,102,0xabe81ff16f73a9a3a3c29b2f532b9b3,0xb0af7e29895f6a2e3499988572df507e,0x3a3577e84f06b5d86e7ba47ed6f10824,0xc2a8f46fd555a4cb7943de8b819136ae,Dr. Bob Johnson,F,Economics
ENG,Systems Engineering,202,0xabe81ff16f73a9a3a3c29b2f532b9b3,0xb0af7e29895f6a2e3499988572df507e,0x3a3577e84f06b5d86e7ba47ed6f10824,0xc2a8f46fd555a4cb7943de8b819136ae,Dr. Henry Moore,C-,Economics
ENG,Mechanical Engineering,201,0xabe81ff16f73a9a3a3c29b2f532b9b3,0xb0af7e29895f6a2e3499988572df507e,0x3a3577e84f06b5d86e7ba47ed6f10824,0xc2a8f46fd555a4cb7943de8b819136ae,Dr. Bob Johnson,C+,Economics
CAS,Computer Science,301,0x395cffcdcc6605cb8f56cdf69f5c0674,0xdb0d1099c6c7a047d16dcbd23c58ff08,0x3e1523d952099b06f93bb533c0113a45,0x885f16d7f999dee5142b0431554fff1e,Dr. Carol Williams,A-,Mechanical Engineering
ENG,Systems Engineering,201,0x395cffcdcc6605cb8f56cdf69f5c0674,0xdb0d1099c6c7a047d16dcbd23c58ff08,0x3e1523d952099b06f93bb533c0113a45,0x885f16d7f999dee5142b0431554fff1e,Dr. Grace Wilson,B+,Mechanical Engineering
CAS,Computer Science,302,0x395cffcdcc6605cb8f56cdf69f5c0674,0xdb0d1099c6c7a047d16dcbd23c58ff08,0x3e1523d952099b06f93bb533c0113a45,0x885f16d7f999dee5142b0431554fff1e,Dr. Alice Smith,B+,Mechanical Engineering
CAS,Mathematics,102,0x395cffcdcc6605cb8f56cdf69f5c0674,0xdb0d1099c6c7a047d16dcbd23c58ff08,0x3e1523d952099b06f93bb533c0113a45,0x885f16d7f999dee5142b0431554fff1e,Dr. Alice Smith,B+,Mechanical Engineering
ENG,Systems Engineering,102,0xbdca9f55dbe76461aa5d62b13d0eb687,0xa861e6e186c914e38fe7d683856d7c37,0x7cb194144eaa09e1ccc21b0410aa0696,0x8a7d132528f335de5a6eeddc40b0b4da,Dr. Alice Smith,C-,Systems Engineering
CAS,English,101,0xbdca9f55dbe76461aa5d62b13d0eb687,0xa861e6e186c914e38fe7d683856d7c37,0x7cb194144eaa09e1ccc21b0410aa0696,0x8a7d132528f335de5a6eeddc40b0b4da,Dr. Henry Moore,A-,Systems Engineering
ENG,Biomedical Engineering,101,0xbdca9f55dbe76461aa5d62b13d0eb687,0xa861e6e186c914e38fe7d683856d7c37,0x7cb194144eaa09e1ccc21b0410aa0696,0x8a7d132528f335de5a6eeddc40b0b4da,Dr. Henry Moore,A,Systems Engineering
ENG,Systems Engineering,101,0xbdca9f55dbe76461aa5d62b13d0eb687,0xa861e6e186c914e38fe7d683856d7c37,0x7cb194144eaa09e1ccc21b0410aa0696,0x8a7d132528f335de5a6eeddc40b0b4da,Dr. Grace Wilson,C,Systems Engineering
ENG,Mechanical Engineering,301,0x4aa8ad0e8994230905bb3e5c99519c16,0x8a0d70a425b8b78f3634f87c233342d4,0x4c6abf22e567afe7f979607b33f5f95e,0x3c9ae30c5ea6e0adadca79459b3eae95,Dr. Emma Davis,C+,Computer Science
CAS,English,102,0x4aa8ad0e8994230905bb3e5c99519c16,0x8a0d70a425b8b78f3634f87c233342d4,0x4c6abf22e567afe7f979607b33f5f95e,0x3c9ae30c5ea6e0adadca79459b3eae95,Dr. David Brown,F,Computer Science
ENG,Systems Engineering,301,0x4aa8ad0e8994230905bb3e5c99519c16,0x8a0d70a425b8b78f3634f87c233342d4,0x4c6abf22e567afe7f979607b33f5f95e,0x3c9ae30c5ea6e0adadca79459b3eae95,Dr. Alice Smith,A,Computer Science
ENG,Systems Engineering,101,0x4aa8ad0e8994230905bb3e5c99519c16,0x8a0d70a425b8b78f3634f87c233342d4,0x4c6abf22e567afe7f979607b33f5f95e,0x3c9ae30c5ea6e0adadca79459b3eae95,Dr. Grace Wilson,C+,Computer Science
ENG,Electrical and Computer Engineering,301,0xc3cb381571125ae4c0ee6dcec5308078,0xa970b2dedd3789c7395249fa6b81342e,0x87a25ff266b8788d766798aaf4aed52,0x106dff9f57848a7cb087d2e399f81f46,Dr. Henry Moore,F,Mathematics
CAS,Computer Science,102,0xc3cb381571125ae4c0ee6dcec5308078,0xa970b2dedd3789c7395249fa6b81342e,0x87a25ff266b8788d766798aaf4aed52,0x106dff9f57848a7cb087d2e399f81f46,Dr. Emma Davis,B-,Mathematics
CAS,Economics,302,0xc3cb381571125ae4c0ee6dcec5308078,0xa970b2dedd3789c7395249fa6b81342e,0x87a25ff266b8788d766798aaf4aed52,0x106dff9f57848a7cb087d2e399f81f46,Dr. Frank Miller,C+,Mathematics
CAS,Computer Science,301,0xc3cb381571125ae4c0ee6dcec5308078,0xa970b2dedd3789c7395249fa6b81342e,0x87a25ff266b8788d766798aaf4aed52,0x106dff9f57848a7cb087d2e399f81f46,Dr. Alice Smith,C+,Mathematics
CAS,Computer Science,201,0x59ae084d0ad8d44b61925a4693a30cb0,0x79726bdc01256fa049550f0605eb01f3,0xb41c3b0d2bc792c9c5234d6a155e5db5,0xfad4bdf8111d2b888e7a3354e1a5efdd,Dr. Alice Smith,A,Economics
ENG,Biomedical Engineering,101,0x59ae084d0ad8d44b61925a4693a30cb0,0x79726bdc01256fa049550f0605eb01f3,0xb41c3b0d2bc792c9c5234d6a155e5db5,0xfad4bdf8111d2b888e7a3354e1a5efdd,Dr. Henry Moore,B-,Economics
CAS,English,101,0x59ae084d0ad8d44b61925a4693a30cb0,0x79726bdc01256fa049550f0605eb01f3,0xb41c3b0d2bc792c9c5234d6a155e5db5,0xfad4bdf8111d2b888e7a3354e1a5efdd,Dr. Henry Moore,B+,Economics
ENG,Mechanical Engineering,301,0x59ae084d0ad8d44b61925a4693a30cb0,0x79726bdc01256fa049550f0605eb01f3,0xb41c3b0d2bc792c9c5234d6a155e5db5,0xfad4bdf8111d2b888e7a3354e1a5efdd,Dr. Emma Davis,C+,Economics
CAS,Computer Science,102,0xeff9649fab3cbfaf5c152ef835c3277d,0xc12866ab77e721686debde33e281cd30,0x5bc695aa33a16ad11fe6102afdae217b,0x547c2edae38d9af28af0fa5c2f156dbe,Dr. Emma Davis,B-,Electrical and Computer Engineering
ENG,Biomedical Engineering,201,0xeff9649fab3cbfaf5c152ef835c3277d,0xc12866ab77e721686debde33e281cd30,0x5bc695aa33a16ad11fe6102afdae217b,0x547c2edae38d9af28af0fa5c2f156dbe,Dr. Carol Williams,B-,Electrical and Computer Engineering
ENG,Electrical and Computer Engineering,302,0xeff9649fab3cbfaf5c152ef835c3277d,0xc12866ab77e721686debde33e281cd30,0x5bc695aa33a16ad11fe6102afdae217b,0x547c2edae38d9af28af0fa5c2f156dbe,Dr. Carol Williams,C,Electrical and Computer Engineering
CAS,Economics,201,0xeff9649fab3cbfaf5c152ef835c3277d,0xc12866ab77e721686debde33e281cd30,0x5bc695aa33a16ad11fe6102afdae217b,0x547c2edae38d9af28af0fa5c2f156dbe,Dr. Henry Moore,C,Electrical and Computer Engineering
CAS,Computer Science,302,0x18728d0dd4b911ee242c9da26c1c0f2a,0x78a710b60513bfc532552ee82567c6ee,0xa19d5614c283abfaeaa9e8afc9aeeabc,0x87733c74d4553c0a2ce50721556b11f4,Dr. Alice Smith,B-,Economics
ENG,Systems Engineering,202,0x18728d0dd4b911ee242c9da26c1c0f2a,0x78a710b60513bfc532552ee82567c6ee,0xa19d5614c283abfaeaa9e8afc9aeeabc,0x87733c74d4553c0a2ce50721556b11f4,Dr. Henry Moore,B,Economics
ENG,Systems Engineering,101,0x18728d0dd4b911ee242c9da26c1c0f2a,0x78a710b60513bfc532552ee82567c6ee,0xa19d5614c283abfaeaa9e8afc9aeeabc,0x87733c74d4553c0a2ce50721556b11f4,Dr. Grace Wilson,B,Economics
CAS,English,202,0x18728d0dd4b911ee242c9da26c1c0f2a,0x78a710b60513bfc532552ee82567c6ee,0xa19d5614c283abfaeaa9e8afc9aeeabc,0x87733c74d4553c0a2ce50721556b11f4,Dr. Carol Williams,C-,Economics
ENG,Systems Engineering,102,0xf7024fd6da6638f111025fc18bd7914c,0x600ff946cc0d38da0e67c2f883294cdb,0x18397244cee992728631e8e4a714a7ba,0x5cf1a26e9a70c51e05fed8cca3f66f80,Dr. Alice Smith,B,Mathematics
CAS,Computer Science,101,0xf7024fd6da6638f111025fc18bd7914c,0x600ff946cc0d38da0e67c2f883294cdb,0x18397244cee992728631e8e4a714a7ba,0x5cf1a26e9a70c51e05fed8cca3f66f80,Dr. Frank Miller,C-,Mathematics
ENG,Mechanical Engineering,102,0xf7024fd6da6638f111025fc18bd7914c,0x600ff946cc0d38da0e67c2f883294cdb,0x18397244cee992728631e8e4a714a7ba,0x5cf1a26e9a70c51e05fed8cca3f66f80,Dr. Emma Davis,A-,Mathematics
CAS,Computer Science,102,0xf7024fd6da6638f111025fc18bd7914c,0x600ff946cc0d38da0e67c2f883294cdb,0x18397244cee992728631e8e4a714a7ba,0x5cf1a26e9a70c51e05fed8cca3f66f80,Dr. Emma Davis,A,Mathematics
ENG,Systems Engineering,101,0xe9a6faf281839a943be47726584165b,0xfc8dd7b5395e2e27deeef8094e0da8b7,0x66d3746f8ee3e2545fbbdfb10d4e8399,0xf9795b6750364421fc8750578f77e442,Dr. Grace Wilson,C+,English
ENG,Electrical and Computer Engineering,301,0xe9a6faf281839a943be47726584165b,0xfc8dd7b5395e2e27deeef8094e0da8b7,0x66d3746f8ee3e2545fbbdfb10d4e8399,0xf9795b6750364421fc8750578f77e442,Dr. Henry Moore,C+,English
CAS,Economics,202,0xe9a6faf281839a943be47726584165b,0xfc8dd7b5395e2e27deeef8094e0da8b7,0x66d3746f8ee3e2545fbbdfb10d4e8399,0xf9795b6750364421fc8750578f77e442,Dr. Carol Williams,D,English
CAS,Mathematics,101,0xe9a6faf281839a943be47726584165b,0xfc8dd7b5395e2e27deeef8094e0da8b7,0x66d3746f8ee3e2545fbbdfb10d4e8399,0xf9795b6750364421fc8750578f77e442,Dr. Bob Johnson,B+,English
CAS,English,102,0x301d1788de7d52173e7425726728b1d1,0x3d3a0a62cc0cfc7e1b51315f978c4d81,0x48fc8f7be1db69d25c7bd32870c0651d,0x40def8ce42e24cb560030d9d9eb1211d,Dr. Alice Smith,A,Biomedical Engineering
CAS,Computer Science,201,0x301d1788de7d52173e7425726728b1d1,0x3d3a0a62cc0cfc7e1b51315f978c4d81,0x48fc8f7be1db69d25c7bd32870c0651d,0x40def8ce42e24cb560030d9d9eb1211d,Dr. Alice Smith,C,Biomedical Engineering
