college,department,course_number,pk_x,pk_y,professor,grade
ENG,Electrical and Computer Engineering,201,0x1c2c41222b6541fe83bb4b71980c3b96444b280e4be7863f70a665ce3f457076,0x01317b3cb12d9e1c88a74fcfe8ce29b2edef467bd96311dbefe0f64bdd68c399,Dr. Grace Wilson,B
ENG,Biomedical Engineering,302,0x1c2c41222b6541fe83bb4b71980c3b96444b280e4be7863f70a665ce3f457076,0x01317b3cb12d9e1c88a74fcfe8ce29b2edef467bd96311dbefe0f64bdd68c399,Dr. Carol Williams,B+
ENG,Electrical and Computer Engineering,102,0x1c2c41222b6541fe83bb4b71980c3b96444b280e4be7863f70a665ce3f457076,0x01317b3cb12d9e1c88a74fcfe8ce29b2edef467bd96311dbefe0f64bdd68c399,Dr. Frank Miller,A-
ENG,Systems Engineering,202,0x0d059791db264f3fed99c97477409d7f3506f356442d089b68b974e1a4a7cd79,0x28e839eb7d9a89b07cddd289e71c5207fab54a2cd730758fcac0e0b5b3f97d70,Dr. Bob Johnson,A-
ENG,Biomedical Engineering,101,0x0d059791db264f3fed99c97477409d7f3506f356442d089b68b974e1a4a7cd79,0x28e839eb7d9a89b07cddd289e71c5207fab54a2cd730758fcac0e0b5b3f97d70,Dr. Bob Johnson,A
ENG,Systems Engineering,201,0x0d059791db264f3fed99c97477409d7f3506f356442d089b68b974e1a4a7cd79,0x28e839eb7d9a89b07cddd289e71c5207fab54a2cd730758fcac0e0b5b3f97d70,Dr. Emma Davis,B-
ENG,Systems Engineering,302,0x0d059791db264f3fed99c97477409d7f3506f356442d089b68b974e1a4a7cd79,0x28e839eb7d9a89b07cddd289e71c5207fab54a2cd730758fcac0e0b5b3f97d70,Dr. Grace Wilson,C-
CAS,Computer Science,202,0x2f3618ee66073c6b0983787430376d570afd8a120870d564e3bf8fb2c88e9dd0,0x04eae40ab875cba965e61d0843614d3e2154f3db2a40c4570f443a126a9c6674,Dr. Bob Johnson,B-
CAS,English,202,0x2f3618ee66073c6b0983787430376d570afd8a120870d564e3bf8fb2c88e9dd0,0x04eae40ab875cba965e61d0843614d3e2154f3db2a40c4570f443a126a9c6674,Dr. Henry Moore,C
ENG,Systems Engineering,302,0x2f3618ee66073c6b0983787430376d570afd8a120870d564e3bf8fb2c88e9dd0,0x04eae40ab875cba965e61d0843614d3e2154f3db2a40c4570f443a126a9c6674,Dr. Grace Wilson,B+
ENG,Systems Engineering,101,0x2f3618ee66073c6b0983787430376d570afd8a120870d564e3bf8fb2c88e9dd0,0x04eae40ab875cba965e61d0843614d3e2154f3db2a40c4570f443a126a9c6674,Dr. Bob Johnson,D
CAS,Mathematics,202,0x156ce8edd86d56e338c54bda09457d31205d013505a8a49e384cc87b2da2af07,0x2a41f1dabb9d526c6818030eac3c92806950e1aaec3560953ff71b6805f13580,Dr. Alice Smith,C
ENG,Electrical and Computer Engineering,102,0x156ce8edd86d56e338c54bda09457d31205d013505a8a49e384cc87b2da2af07,0x2a41f1dabb9d526c6818030eac3c92806950e1aaec3560953ff71b6805f13580,Dr. Frank Miller,D
CAS,English,201,0x156ce8edd86d56e338c54bda09457d31205d013505a8a49e384cc87b2da2af07,0x2a41f1dabb9d526c6818030eac3c92806950e1aaec3560953ff71b6805f13580,Dr. Grace Wilson,C+
ENG,Systems Engineering,101,0x156ce8edd86d56e338c54bda09457d31205d013505a8a49e384cc87b2da2af07,0x2a41f1dabb9d526c6818030eac3c92806950e1aaec3560953ff71b6805f13580,Dr. Bob Johnson,F
CAS,Economics,202,0x1ad0e0f7ec1e7a81cf915e0834fc25937deb3e26258032fff361c082373388dc,0x2a75ad725694a6e6ed754c1765f5b82ce45add46cfbe7b8ab3fa4ae60956a923,Dr. Emma Davis,A-
CAS,Mathematics,301,0x1ad0e0f7ec1e7a81cf915e0834fc25937deb3e26258032fff361c082373388dc,0x2a75ad725694a6e6ed754c1765f5b82ce45add46cfbe7b8ab3fa4ae60956a923,Dr. David Brown,D
CAS,English,302,0x1ad0e0f7ec1e7a81cf915e0834fc25937deb3e26258032fff361c082373388dc,0x2a75ad725694a6e6ed754c1765f5b82ce45add46cfbe7b8ab3fa4ae60956a923,Dr. Henry Moore,B-
ENG,Mechanical Engineering,202,0x1ad0e0f7ec1e7a81cf915e0834fc25937deb3e26258032fff361c082373388dc,0x2a75ad725694a6e6ed754c1765f5b82ce45add46cfbe7b8ab3fa4ae60956a923,Dr. Henry Moore,B-
ENG,Mechanical Engineering,202,0x291c9992a5ceda1f86306c4d1c913a3dbb0867b21490ecc9ea9b243dde36369a,0x1e11016d5b00c164ebf1afc94437621c03c4915e9a49e79fbcb3ab5bb95ffa3b,Dr. Henry Moore,B
CAS,Computer Science,102,0x291c9992a5ceda1f86306c4d1c913a3dbb0867b21490ecc9ea9b243dde36369a,0x1e11016d5b00c164ebf1afc94437621c03c4915e9a49e79fbcb3ab5bb95ffa3b,Dr. Grace Wilson,D
ENG,Electrical and Computer Engineering,201,0x291c9992a5ceda1f86306c4d1c913a3dbb0867b21490ecc9ea9b243dde36369a,0x1e11016d5b00c164ebf1afc94437621c03c4915e9a49e79fbcb3ab5bb95ffa3b,Dr. Frank Miller,A
ENG,Electrical and Computer Engineering,102,0x291c9992a5ceda1f86306c4d1c913a3dbb0867b21490ecc9ea9b243dde36369a,0x1e11016d5b00c164ebf1afc94437621c03c4915e9a49e79fbcb3ab5bb95ffa3b,Dr. Frank Miller,D
CAS,English,202,0x122fa66b5cd71461a822ba3dac99bb6dd3f58bc5579a9c12672bec134b8dc4c4,0x21532e2d044cc18abb7ef5fce415d275e17e33808fee0818b8d8409f849bf6b1,Dr. Henry Moore,A-
CAS,Mathematics,101,0x122fa66b5cd71461a822ba3dac99bb6dd3f58bc5579a9c12672bec134b8dc4c4,0x21532e2d044cc18abb7ef5fce415d275e17e33808fee0818b8d8409f849bf6b1,Dr. Carol Williams,C-
CAS,English,101,0x122fa66b5cd71461a822ba3dac99bb6dd3f58bc5579a9c12672bec134b8dc4c4,0x21532e2d044cc18abb7ef5fce415d275e17e33808fee0818b8d8409f849bf6b1,Dr. Bob Johnson,D
CAS,English,201,0x122fa66b5cd71461a822ba3dac99bb6dd3f58bc5579a9c12672bec134b8dc4c4,0x21532e2d044cc18abb7ef5fce415d275e17e33808fee0818b8d8409f849bf6b1,Dr. Grace Wilson,B+
CAS,Mathematics,102,0x05261027a973a9cbd78bf9b483ac901e0b8133e0581a80a0bcf04bd59008acc4,0x0eab7bb21be3e5d146b5a6a5a399b5f2acc925cb741e33b24f2720a6e10dd6ab,Dr. Emma Davis,B
CAS,Mathematics,101,0x05261027a973a9cbd78bf9b483ac901e0b8133e0581a80a0bcf04bd59008acc4,0x0eab7bb21be3e5d146b5a6a5a399b5f2acc925cb741e33b24f2720a6e10dd6ab,Dr. Carol Williams,B+
ENG,Biomedical Engineering,201,0x05261027a973a9cbd78bf9b483ac901e0b8133e0581a80a0bcf04bd59008acc4,0x0eab7bb21be3e5d146b5a6a5a399b5f2acc925cb741e33b24f2720a6e10dd6ab,Dr. Grace Wilson,B
CAS,English,201,0x05261027a973a9cbd78bf9b483ac901e0b8133e0581a80a0bcf04bd59008acc4,0x0eab7bb21be3e5d146b5a6a5a399b5f2acc925cb741e33b24f2720a6e10dd6ab,Dr. Grace Wilson,A
ENG,Systems Engineering,202,0x20ea3ee83309fd6951778a0cfa58f565d0a1676ea1a73869793cfb662e7d4e1d,0x119f746f157695d5847942a571d1c36923ae2a1d51b28187dff4620845921ac9,Dr. Bob Johnson,D
CAS,Computer Science,201,0x20ea3ee83309fd6951778a0cfa58f565d0a1676ea1a73869793cfb662e7d4e1d,0x119f746f157695d5847942a571d1c36923ae2a1d51b28187dff4620845921ac9,Dr. Emma Davis,F
CAS,Economics,301,0x20ea3ee83309fd6951778a0cfa58f565d0a1676ea1a73869793cfb662e7d4e1d,0x119f746f157695d5847942a571d1c36923ae2a1d51b28187dff4620845921ac9,Dr. Grace Wilson,B-
CAS,Computer Science,101,0x20ea3ee83309fd6951778a0cfa58f565d0a1676ea1a73869793cfb662e7d4e1d,0x119f746f157695d5847942a571d1c36923ae2a1d51b28187dff4620845921ac9,Dr. Grace Wilson,C+
CAS,Economics,102,0x17d60ad622170a08c62bbc150fe63ebfe4739a77e82a2595aaa5eb9e03a0eb9f,0x1c0d45454900b6b55695746df3adc8fa4a06952e922c040a94482473f4e19801,Dr. Henry Moore,C
ENG,Electrical and Computer Engineering,301,0x17d60ad622170a08c62bbc150fe63ebfe4739a77e82a2595aaa5eb9e03a0eb9f,0x1c0d45454900b6b55695746df3adc8fa4a06952e922c040a94482473f4e19801,Dr. Emma Davis,B-
CAS,Computer Science,102,0x17d60ad622170a08c62bbc150fe63ebfe4739a77e82a2595aaa5eb9e03a0eb9f,0x1c0d45454900b6b55695746df3adc8fa4a06952e922c040a94482473f4e19801,Dr. Frank Miller,D
CAS,Economics,202,0x17d60ad622170a08c62bbc150fe63ebfe4739a77e82a2595aaa5eb9e03a0eb9f,0x1c0d45454900b6b55695746df3adc8fa4a06952e922c040a94482473f4e19801,Dr. Emma Davis,C+
ENG,Electrical and Computer Engineering,302,0x1eaff8febf13393aa5351e617764e06ab0588683a6cfd8c36fcb5ede5ccadb31,0x025b0d39e319d6a3543ef239fa95a16d59b57ec92aa4d0693f18c3e171da5637,Dr. Grace Wilson,C-
CAS,English,201,0x1eaff8febf13393aa5351e617764e06ab0588683a6cfd8c36fcb5ede5ccadb31,0x025b0d39e319d6a3543ef239fa95a16d59b57ec92aa4d0693f18c3e171da5637,Dr. Grace Wilson,B+
CAS,English,301,0x1eaff8febf13393aa5351e617764e06ab0588683a6cfd8c36fcb5ede5ccadb31,0x025b0d39e319d6a3543ef239fa95a16d59b57ec92aa4d0693f18c3e171da5637,Dr. Henry Moore,A
ENG,Electrical and Computer Engineering,101,0x1eaff8febf13393aa5351e617764e06ab0588683a6cfd8c36fcb5ede5ccadb31,0x025b0d39e319d6a3543ef239fa95a16d59b57ec92aa4d0693f18c3e171da5637,Dr. Carol Williams,C-
ENG,Mechanical Engineering,102,0x27c4cadcc6f0e862ad5857faa1c30df3452f61506eb599bf13a75636641efcb3,0x0d2282386c499bcad255c2139c57900557bc7eb6b4452ea33ade5230032d1941,Dr. Alice Smith,C+
CAS,English,101,0x27c4cadcc6f0e862ad5857faa1c30df3452f61506eb599bf13a75636641efcb3,0x0d2282386c499bcad255c2139c57900557bc7eb6b4452ea33ade5230032d1941,Dr. Henry Moore,C
ENG,Mechanical Engineering,302,0x27c4cadcc6f0e862ad5857faa1c30df3452f61506eb599bf13a75636641efcb3,0x0d2282386c499bcad255c2139c57900557bc7eb6b4452ea33ade5230032d1941,Dr. Frank Miller,C-
ENG,Systems Engineering,101,0x27c4cadcc6f0e862ad5857faa1c30df3452f61506eb599bf13a75636641efcb3,0x0d2282386c499bcad255c2139c57900557bc7eb6b4452ea33ade5230032d1941,Dr. Bob Johnson,F
CAS,Mathematics,302,0x1eee38c010629957b383a5d6ffaeb2150328dfb80620287d030b49010b8a9352,0x3032fe892ef01845a9bd31dec14b9bda7beab38080c70c1a80398bdd3c4a1d73,Dr. Frank Miller,A
CAS,Computer Science,595,0x1eee38c010629957b383a5d6ffaeb2150328dfb80620287d030b49010b8a9352,0x3032fe892ef01845a9bd31dec14b9bda7beab38080c70c1a80398bdd3c4a1d73,Dr. Alice Smith,C
CAS,Economics,202,0x1eee38c010629957b383a5d6ffaeb2150328dfb80620287d030b49010b8a9352,0x3032fe892ef01845a9bd31dec14b9bda7beab38080c70c1a80398bdd3c4a1d73,Dr. Emma Davis,B+
CAS,English,302,0x1eee38c010629957b383a5d6ffaeb2150328dfb80620287d030b49010b8a9352,0x3032fe892ef01845a9bd31dec14b9bda7beab38080c70c1a80398bdd3c4a1d73,Dr. David Brown,A-
CAS,English,302,0x22076bfe45bfe6afc119af514ce6f0de1cf8905200e689632130db50659578f2,0x123609f579a290a46c4cbe1f118d9356893fe62fc751ea3d3e0c2b908113154b,Dr. Henry Moore,A
CAS,Computer Science,202,0x22076bfe45bfe6afc119af514ce6f0de1cf8905200e689632130db50659578f2,0x123609f579a290a46c4cbe1f118d9356893fe62fc751ea3d3e0c2b908113154b,Dr. Bob Johnson,A
CAS,Economics,101,0x22076bfe45bfe6afc119af514ce6f0de1cf8905200e689632130db50659578f2,0x123609f579a290a46c4cbe1f118d9356893fe62fc751ea3d3e0c2b908113154b,Dr. Emma Davis,B
ENG,Electrical and Computer Engineering,201,0x22076bfe45bfe6afc119af514ce6f0de1cf8905200e689632130db50659578f2,0x123609f579a290a46c4cbe1f118d9356893fe62fc751ea3d3e0c2b908113154b,Dr. Frank Miller,A
ENG,Biomedical Engineering,201,0x056bbbb747296855e2d9b5ab91ab993b983bd28d3f7af42f72227a2e78df39e1,0x2a3df771bbf35d10e904b7dc25251c41df3e8113af76410778ed3de5b166bc06,Dr. Grace Wilson,C
CAS,Computer Science,102,0x056bbbb747296855e2d9b5ab91ab993b983bd28d3f7af42f72227a2e78df39e1,0x2a3df771bbf35d10e904b7dc25251c41df3e8113af76410778ed3de5b166bc06,Dr. Grace Wilson,C-
CAS,Computer Science,301,0x056bbbb747296855e2d9b5ab91ab993b983bd28d3f7af42f72227a2e78df39e1,0x2a3df771bbf35d10e904b7dc25251c41df3e8113af76410778ed3de5b166bc06,Dr. Alice Smith,D
CAS,Economics,301,0x056bbbb747296855e2d9b5ab91ab993b983bd28d3f7af42f72227a2e78df39e1,0x2a3df771bbf35d10e904b7dc25251c41df3e8113af76410778ed3de5b166bc06,Dr. Grace Wilson,C
ENG,Biomedical Engineering,201,0x2e8815cad9e39c1aef281d87f62243acde2eb6ddc56af92150c1f5bc71e1f2ed,0x0f2fe62dc102d6bf739870268c99a063396212cd6463dbe12ca1c351cc69a7c7,Dr. Grace Wilson,C-
ENG,Systems Engineering,101,0x2e8815cad9e39c1aef281d87f62243acde2eb6ddc56af92150c1f5bc71e1f2ed,0x0f2fe62dc102d6bf739870268c99a063396212cd6463dbe12ca1c351cc69a7c7,Dr. Bob Johnson,B-
ENG,Biomedical Engineering,101,0x2e8815cad9e39c1aef281d87f62243acde2eb6ddc56af92150c1f5bc71e1f2ed,0x0f2fe62dc102d6bf739870268c99a063396212cd6463dbe12ca1c351cc69a7c7,Dr. Bob Johnson,C-
ENG,Systems Engineering,301,0x2e8815cad9e39c1aef281d87f62243acde2eb6ddc56af92150c1f5bc71e1f2ed,0x0f2fe62dc102d6bf739870268c99a063396212cd6463dbe12ca1c351cc69a7c7,Dr. Henry Moore,A-
ENG,Electrical and Computer Engineering,302,0x0ccdd625620177c558eb1cec268e01965024f365d4b878116f11bb6f2cac40ee,0x0bf49bcd9bf3576ef800379efd1c3e6d93f03917ebcf059bca8cd4c7c4e12952,Dr. Carol Williams,A
ENG,Biomedical Engineering,201,0x0ccdd625620177c558eb1cec268e01965024f365d4b878116f11bb6f2cac40ee,0x0bf49bcd9bf3576ef800379efd1c3e6d93f03917ebcf059bca8cd4c7c4e12952,Dr. Alice Smith,C
ENG,Electrical and Computer Engineering,202,0x0ccdd625620177c558eb1cec268e01965024f365d4b878116f11bb6f2cac40ee,0x0bf49bcd9bf3576ef800379efd1c3e6d93f03917ebcf059bca8cd4c7c4e12952,Dr. David Brown,F
CAS,English,201,0x0ccdd625620177c558eb1cec268e01965024f365d4b878116f11bb6f2cac40ee,0x0bf49bcd9bf3576ef800379efd1c3e6d93f03917ebcf059bca8cd4c7c4e12952,Dr. Grace Wilson,A-
CAS,English,102,0x2fb71743afa3b0bee705bd99eea6682e6d1d3b5f2ab68b057268e712f2602990,0x201a704286c8aa685fcc4e8a8db9c0378f43a1b5184e6b3b6648c716fd85d55f,Dr. Frank Miller,F
CAS,Computer Science,595,0x2fb71743afa3b0bee705bd99eea6682e6d1d3b5f2ab68b057268e712f2602990,0x201a704286c8aa685fcc4e8a8db9c0378f43a1b5184e6b3b6648c716fd85d55f,Dr. Alice Smith,C+
CAS,English,302,0x2fb71743afa3b0bee705bd99eea6682e6d1d3b5f2ab68b057268e712f2602990,0x201a704286c8aa685fcc4e8a8db9c0378f43a1b5184e6b3b6648c716fd85d55f,Dr. David Brown,A
CAS,Economics,201,0x2fb71743afa3b0bee705bd99eea6682e6d1d3b5f2ab68b057268e712f2602990,0x201a704286c8aa685fcc4e8a8db9c0378f43a1b5184e6b3b6648c716fd85d55f,Dr. Henry Moore,F
ENG,Systems Engineering,101,0x0f29d98e29eead542ff72108023c7ac8f6a22231fbe4923108d9998b05d9a0ee,0x2e3b45e86c223312b02ad4d19d97cf76341b6e5b61d4bdd4a270cf6dc4c7bd68,Dr. Bob Johnson,A
ENG,Mechanical Engineering,101,0x0f29d98e29eead542ff72108023c7ac8f6a22231fbe4923108d9998b05d9a0ee,0x2e3b45e86c223312b02ad4d19d97cf76341b6e5b61d4bdd4a270cf6dc4c7bd68,Dr. Emma Davis,A
ENG,Systems Engineering,102,0x0f29d98e29eead542ff72108023c7ac8f6a22231fbe4923108d9998b05d9a0ee,0x2e3b45e86c223312b02ad4d19d97cf76341b6e5b61d4bdd4a270cf6dc4c7bd68,Dr. Bob Johnson,A
ENG,Biomedical Engineering,302,0x0f29d98e29eead542ff72108023c7ac8f6a22231fbe4923108d9998b05d9a0ee,0x2e3b45e86c223312b02ad4d19d97cf76341b6e5b61d4bdd4a270cf6dc4c7bd68,Dr. Emma Davis,C
CAS,Mathematics,201,0x10be96aab00ca9ccc0fe1168e651233eb0ad013486417275219f402c6cf83ad4,0x144cf86e6581efdca8ed6da6b65de08f7e7cfff9a9a6597b75388f52e614f26a,Dr. Frank Miller,C+
ENG,Biomedical Engineering,302,0x10be96aab00ca9ccc0fe1168e651233eb0ad013486417275219f402c6cf83ad4,0x144cf86e6581efdca8ed6da6b65de08f7e7cfff9a9a6597b75388f52e614f26a,Dr. Emma Davis,D
CAS,English,201,0x10be96aab00ca9ccc0fe1168e651233eb0ad013486417275219f402c6cf83ad4,0x144cf86e6581efdca8ed6da6b65de08f7e7cfff9a9a6597b75388f52e614f26a,Dr. Grace Wilson,B
CAS,Mathematics,301,0x10be96aab00ca9ccc0fe1168e651233eb0ad013486417275219f402c6cf83ad4,0x144cf86e6581efdca8ed6da6b65de08f7e7cfff9a9a6597b75388f52e614f26a,Dr. David Brown,F
ENG,Systems Engineering,201,0x2a3bfafbee6d4622e6d9bf3ed070204e6158a335454ac316ab09c18c19936de1,0x1fc41babfda35652e051608cd9ddfc3f36d3c1e753eedf5ee30fbb2d10b7f7f3,Dr. Emma Davis,B-
CAS,English,202,0x2a3bfafbee6d4622e6d9bf3ed070204e6158a335454ac316ab09c18c19936de1,0x1fc41babfda35652e051608cd9ddfc3f36d3c1e753eedf5ee30fbb2d10b7f7f3,Dr. Alice Smith,B+
CAS,Mathematics,202,0x2a3bfafbee6d4622e6d9bf3ed070204e6158a335454ac316ab09c18c19936de1,0x1fc41babfda35652e051608cd9ddfc3f36d3c1e753eedf5ee30fbb2d10b7f7f3,Dr. Alice Smith,B-
CAS,English,301,0x2a3bfafbee6d4622e6d9bf3ed070204e6158a335454ac316ab09c18c19936de1,0x1fc41babfda35652e051608cd9ddfc3f36d3c1e753eedf5ee30fbb2d10b7f7f3,Dr. Henry Moore,A
CAS,English,301,0x0246e4fb1296635c229b9748cb2f5c26b38179c72292e23c005d649067000f3f,0x0429fcc8247c179f6e421e7dfc5ae4d273702d66e640784e1b35dc0c8a72a5f7,Dr. Henry Moore,B-
CAS,Economics,102,0x0246e4fb1296635c229b9748cb2f5c26b38179c72292e23c005d649067000f3f,0x0429fcc8247c179f6e421e7dfc5ae4d273702d66e640784e1b35dc0c8a72a5f7,Dr. Henry Moore,B
ENG,Systems Engineering,102,0x0246e4fb1296635c229b9748cb2f5c26b38179c72292e23c005d649067000f3f,0x0429fcc8247c179f6e421e7dfc5ae4d273702d66e640784e1b35dc0c8a72a5f7,Dr. Bob Johnson,B+
CAS,English,201,0x0246e4fb1296635c229b9748cb2f5c26b38179c72292e23c005d649067000f3f,0x0429fcc8247c179f6e421e7dfc5ae4d273702d66e640784e1b35dc0c8a72a5f7,Dr. Grace Wilson,B-
CAS,Computer Science,202,0x2de0ebd925e78b74f0bb59f6f94bc1687a740367d4d5b7a6b25960ba15448e35,0x06a4f649c80bd88a543826aa46d203fd485c86968257df4704e146bab7141269,Dr. Bob Johnson,A-
ENG,Systems Engineering,202,0x2de0ebd925e78b74f0bb59f6f94bc1687a740367d4d5b7a6b25960ba15448e35,0x06a4f649c80bd88a543826aa46d203fd485c86968257df4704e146bab7141269,Dr. Henry Moore,B
CAS,English,101,0x2de0ebd925e78b74f0bb59f6f94bc1687a740367d4d5b7a6b25960ba15448e35,0x06a4f649c80bd88a543826aa46d203fd485c86968257df4704e146bab7141269,Dr. Henry Moore,C+
ENG,Biomedical Engineering,102,0x2de0ebd925e78b74f0bb59f6f94bc1687a740367d4d5b7a6b25960ba15448e35,0x06a4f649c80bd88a543826aa46d203fd485c86968257df4704e146bab7141269,Dr. Carol Williams,A
CAS,Economics,202,0x12aebee8ef3f336e147e63c6163570d35ab0fe00439aaad343e858266d39f18b,0x2e3d75fb914b1183d810a6534aac6359f811ec478a95febe62d8e70ddedd8677,Dr. David Brown,B-
ENG,Systems Engineering,201,0x12aebee8ef3f336e147e63c6163570d35ab0fe00439aaad343e858266d39f18b,0x2e3d75fb914b1183d810a6534aac6359f811ec478a95febe62d8e70ddedd8677,Dr. Emma Davis,C
ENG,Electrical and Computer Engineering,101,0x12aebee8ef3f336e147e63c6163570d35ab0fe00439aaad343e858266d39f18b,0x2e3d75fb914b1183d810a6534aac6359f811ec478a95febe62d8e70ddedd8677,Dr. Carol Williams,A
ENG,Biomedical Engineering,301,0x12aebee8ef3f336e147e63c6163570d35ab0fe00439aaad343e858266d39f18b,0x2e3d75fb914b1183d810a6534aac6359f811ec478a95febe62d8e70ddedd8677,Dr. Emma Davis,C
ENG,Electrical and Computer Engineering,201,0x2296e59288a048c5012f84f576633a3843bef36b4b82d472092574b225f94919,0x1ada0b2ce71d6ff12a8173d965a34809aa38db35fa0474dd76a076ada3552742,Dr. Frank Miller,C-
CAS,Computer Science,202,0x2296e59288a048c5012f84f576633a3843bef36b4b82d472092574b225f94919,0x1ada0b2ce71d6ff12a8173d965a34809aa38db35fa0474dd76a076ada3552742,Dr. Bob Johnson,C
CAS,English,102,0x2296e59288a048c5012f84f576633a3843bef36b4b82d472092574b225f94919,0x1ada0b2ce71d6ff12a8173d965a34809aa38db35fa0474dd76a076ada3552742,Dr. Frank Miller,D
ENG,Mechanical Engineering,101,0x2296e59288a048c5012f84f576633a3843bef36b4b82d472092574b225f94919,0x1ada0b2ce71d6ff12a8173d965a34809aa38db35fa0474dd76a076ada3552742,Dr. David Brown,B+
ENG,Electrical and Computer Engineering,101,0x1e5e44c8994b2fd3512dd7187811be97bdd1046671aa655daf7d3abdb5fddfe8,0x0e4764b26ec858b005efa4e724373f0a719b3c810ce2b95593e025ed4c08c439,Dr. Carol Williams,F
CAS,Mathematics,202,0x1e5e44c8994b2fd3512dd7187811be97bdd1046671aa655daf7d3abdb5fddfe8,0x0e4764b26ec858b005efa4e724373f0a719b3c810ce2b95593e025ed4c08c439,Dr. Henry Moore,A-
CAS,English,201,0x1e5e44c8994b2fd3512dd7187811be97bdd1046671aa655daf7d3abdb5fddfe8,0x0e4764b26ec858b005efa4e724373f0a719b3c810ce2b95593e025ed4c08c439,Dr. Grace Wilson,C-
ENG,Biomedical Engineering,201,0x1e5e44c8994b2fd3512dd7187811be97bdd1046671aa655daf7d3abdb5fddfe8,0x0e4764b26ec858b005efa4e724373f0a719b3c810ce2b95593e025ed4c08c439,Dr. Alice Smith,C+
CAS,Mathematics,101,0x23331b87e5236defbb81f07637d83310925b54b2b35f3e347cbafb72851bdd60,0x2fa2ea378786f5816042ca765ca6349b0bfc7e5bc8eb8db62e0ab6e9bc733cc3,Dr. Carol Williams,A-
CAS,English,102,0x23331b87e5236defbb81f07637d83310925b54b2b35f3e347cbafb72851bdd60,0x2fa2ea378786f5816042ca765ca6349b0bfc7e5bc8eb8db62e0ab6e9bc733cc3,Dr. Emma Davis,C
ENG,Mechanical Engineering,302,0x23331b87e5236defbb81f07637d83310925b54b2b35f3e347cbafb72851bdd60,0x2fa2ea378786f5816042ca765ca6349b0bfc7e5bc8eb8db62e0ab6e9bc733cc3,Dr. Frank Miller,A-
CAS,English,202,0x23331b87e5236defbb81f07637d83310925b54b2b35f3e347cbafb72851bdd60,0x2fa2ea378786f5816042ca765ca6349b0bfc7e5bc8eb8db62e0ab6e9bc733cc3,Dr. Alice Smith,D
CAS,English,302,0x0b833fc2f22061ee720836e70ee964d1a03ff4e2091461785abe755f04539285,0x1ad731c7f84bc45074b0a773f39fdd9884d2bcdd9f746b47228f4da5ba65fa1d,Dr. Henry Moore,C+
CAS,English,202,0x0b833fc2f22061ee720836e70ee964d1a03ff4e2091461785abe755f04539285,0x1ad731c7f84bc45074b0a773f39fdd9884d2bcdd9f746b47228f4da5ba65fa1d,Dr. Alice Smith,B
CAS,English,101,0x0b833fc2f22061ee720836e70ee964d1a03ff4e2091461785abe755f04539285,0x1ad731c7f84bc45074b0a773f39fdd9884d2bcdd9f746b47228f4da5ba65fa1d,Dr. Bob Johnson,C-
ENG,Biomedical Engineering,201,0x0b833fc2f22061ee720836e70ee964d1a03ff4e2091461785abe755f04539285,0x1ad731c7f84bc45074b0a773f39fdd9884d2bcdd9f746b47228f4da5ba65fa1d,Dr. Alice Smith,B+
ENG,Biomedical Engineering,302,0x304a40b9c75de0f9e045036f30306e33f0645eabfdc0e4538cb6d251e350bc5e,0x1573de5230d76d890f25a8dab05ab40bf26514f18cdac16a9516879e42939493,Dr. Carol Williams,B-
ENG,Systems Engineering,302,0x304a40b9c75de0f9e045036f30306e33f0645eabfdc0e4538cb6d251e350bc5e,0x1573de5230d76d890f25a8dab05ab40bf26514f18cdac16a9516879e42939493,Dr. Grace Wilson,A
ENG,Mechanical Engineering,102,0x304a40b9c75de0f9e045036f30306e33f0645eabfdc0e4538cb6d251e350bc5e,0x1573de5230d76d890f25a8dab05ab40bf26514f18cdac16a9516879e42939493,Dr. Alice Smith,A
ENG,Biomedical Engineering,102,0x304a40b9c75de0f9e045036f30306e33f0645eabfdc0e4538cb6d251e350bc5e,0x1573de5230d76d890f25a8dab05ab40bf26514f18cdac16a9516879e42939493,Dr. Carol Williams,C-
CAS,Mathematics,301,0x217cb814fba048feca619cc209c40d0eaa92be00a7095aa36b2c2432e7f6ee70,0x08a6ad1cee96238045a3845add31c2ab3da483d6bc681315965cea68da039349,Dr. David Brown,C+
CAS,Economics,101,0x217cb814fba048feca619cc209c40d0eaa92be00a7095aa36b2c2432e7f6ee70,0x08a6ad1cee96238045a3845add31c2ab3da483d6bc681315965cea68da039349,Dr. Emma Davis,F
ENG,Biomedical Engineering,301,0x217cb814fba048feca619cc209c40d0eaa92be00a7095aa36b2c2432e7f6ee70,0x08a6ad1cee96238045a3845add31c2ab3da483d6bc681315965cea68da039349,Dr. Emma Davis,C+
CAS,Mathematics,302,0x217cb814fba048feca619cc209c40d0eaa92be00a7095aa36b2c2432e7f6ee70,0x08a6ad1cee96238045a3845add31c2ab3da483d6bc681315965cea68da039349,Dr. Frank Miller,A
ENG,Biomedical Engineering,301,0x0a113a8e95b72d69ac86f1d22dbdbf733e7a2794740306cb7d0027d234b89c9f,0x1f300531e8ecc5e147568a3cfd6b3f0066ef7b459dd4eb932742b31a6fb1c05f,Dr. Emma Davis,C-
ENG,Electrical and Computer Engineering,102,0x0a113a8e95b72d69ac86f1d22dbdbf733e7a2794740306cb7d0027d234b89c9f,0x1f300531e8ecc5e147568a3cfd6b3f0066ef7b459dd4eb932742b31a6fb1c05f,Dr. Frank Miller,B-
